ip,user_id,lat,lng,timestamp,http_request,http_response,num_bytes,user_agent
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:26:33.481900+00:00,GET home.html HTTP/1.0,200,344,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:22.713572+00:00,GET home.html HTTP/1.0,200,141,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:25.580000+00:00,GET archea.html HTTP/1.0,200,396,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:31.999179+00:00,GET home.html HTTP/1.0,200,278,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:37.167857+00:00,GET archea.html HTTP/1.0,200,143,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:38.457658+00:00,GET archaea.html HTTP/1.0,200,205,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:48.399236+00:00,GET archea.html HTTP/1.0,200,457,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:48.418921+00:00,GET home.html HTTP/1.0,200,379,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:49.795174+00:00,GET bacteria.html HTTP/1.0,200,221,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:29:58.005132+00:00,GET bacteria.html HTTP/1.0,200,151,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:06.083148+00:00,GET bacteria.html HTTP/1.0,200,495,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:14.100307+00:00,GET bacteria.html HTTP/1.0,200,300,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:17.421866+00:00,GET bacteria.html HTTP/1.0,200,332,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:18.378662+00:00,GET bacteria.html HTTP/1.0,200,406,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:25.407085+00:00,GET bacteria.html HTTP/1.0,200,232,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:25.539291+00:00,GET bacteria.html HTTP/1.0,200,165,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:31.982186+00:00,GET bacteria.html HTTP/1.0,200,448,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:35.141681+00:00,GET bacteria.html HTTP/1.0,200,178,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:42.466925+00:00,GET bacteria.html HTTP/1.0,200,283,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:44.540973+00:00,GET home.html HTTP/1.0,200,425,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:49.005398+00:00,GET archea.html HTTP/1.0,200,235,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:50.513213+00:00,GET archaea.html HTTP/1.0,200,345,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:51.159478+00:00,GET archaea.html HTTP/1.0,200,201,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:52.526871+00:00,GET archaea.html HTTP/1.0,200,239,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:52.609486+00:00,GET archaea.html HTTP/1.0,200,330,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:30:57.545504+00:00,GET archaea.html HTTP/1.0,200,217,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:04.670046+00:00,GET archaea.html HTTP/1.0,200,317,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:05.080325+00:00,GET archaea.html HTTP/1.0,200,104,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:13.112716+00:00,GET archaea.html HTTP/1.0,200,312,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:20.260639+00:00,GET archea.html HTTP/1.0,200,375,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:23.503390+00:00,GET home.html HTTP/1.0,200,406,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:25.377189+00:00,GET eucharya.html HTTP/1.0,200,182,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:29.247636+00:00,GET chromista.html HTTP/1.0,200,165,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:37.195567+00:00,GET cryptista.html HTTP/1.0,200,306,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:44.881457+00:00,GET cryptista.html HTTP/1.0,200,365,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:52.740359+00:00,GET cryptista.html HTTP/1.0,200,134,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:53.363562+00:00,GET cryptista.html HTTP/1.0,200,257,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:55.690322+00:00,GET chromista.html HTTP/1.0,200,259,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:31:59.226499+00:00,GET cryptista.html HTTP/1.0,200,124,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:04.525080+00:00,GET cryptista.html HTTP/1.0,200,413,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:06.506735+00:00,GET cryptista.html HTTP/1.0,200,117,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:07.481930+00:00,GET chromista.html HTTP/1.0,200,148,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:16.637108+00:00,GET cryptista.html HTTP/1.0,200,361,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:19.409247+00:00,GET chromista.html HTTP/1.0,200,207,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:25.370617+00:00,GET cryptista.html HTTP/1.0,200,185,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:25.738954+00:00,GET cryptista.html HTTP/1.0,200,187,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:33.937516+00:00,GET cryptista.html HTTP/1.0,200,340,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:34.798537+00:00,GET chromista.html HTTP/1.0,200,226,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:42.388457+00:00,GET chromista.html HTTP/1.0,200,215,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:45.751790+00:00,GET chromista.html HTTP/1.0,200,434,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:46.932132+00:00,GET cryptista.html HTTP/1.0,200,410,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:52.472812+00:00,GET cryptista.html HTTP/1.0,200,146,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:59.228423+00:00,GET cryptista.html HTTP/1.0,200,475,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:32:59.280090+00:00,GET cryptista.html HTTP/1.0,200,103,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:04.366154+00:00,GET chromista.html HTTP/1.0,200,229,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:12.222494+00:00,GET chromista.html HTTP/1.0,200,301,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:16.219495+00:00,GET chromista.html HTTP/1.0,200,188,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:23.619187+00:00,GET chromista.html HTTP/1.0,200,368,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:32.976017+00:00,GET eucharya.html HTTP/1.0,200,148,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:38.840548+00:00,GET animalia.html HTTP/1.0,200,331,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:43.095656+00:00,GET acanthocephala.html HTTP/1.0,200,119,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:49.971257+00:00,GET acanthocephala.html HTTP/1.0,200,384,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:33:57.241252+00:00,GET animalia.html HTTP/1.0,200,106,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:02.118133+00:00,GET eucharya.html HTTP/1.0,200,283,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:09.485542+00:00,GET plantae.html HTTP/1.0,200,115,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:13.371434+00:00,GET plantae.html HTTP/1.0,200,488,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:17.637482+00:00,GET eucharya.html HTTP/1.0,200,449,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:21.608087+00:00,GET animalia.html HTTP/1.0,200,309,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:26.187139+00:00,GET acanthocephala.html HTTP/1.0,200,423,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:27.973723+00:00,GET acanthocephala.html HTTP/1.0,200,433,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:33.448986+00:00,GET animalia.html HTTP/1.0,200,138,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:38.508874+00:00,GET animalia.html HTTP/1.0,200,430,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:42.453536+00:00,GET acanthocephala.html HTTP/1.0,200,176,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:52.323274+00:00,GET animalia.html HTTP/1.0,200,119,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:53.820620+00:00,GET animalia.html HTTP/1.0,200,239,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:34:54.784616+00:00,GET acanthocephala.html HTTP/1.0,200,388,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:01.364732+00:00,GET acanthocephala.html HTTP/1.0,200,294,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:02.404206+00:00,GET animalia.html HTTP/1.0,200,249,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:03.547513+00:00,GET acanthocephala.html HTTP/1.0,200,123,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:09.857073+00:00,GET acanthocephala.html HTTP/1.0,200,346,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:12.531535+00:00,GET animalia.html HTTP/1.0,200,352,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:14.899701+00:00,GET acanthocephala.html HTTP/1.0,200,360,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:21.330894+00:00,GET acanthocephala.html HTTP/1.0,200,262,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:23.943557+00:00,GET animalia.html HTTP/1.0,200,481,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:33.226050+00:00,GET eucharya.html HTTP/1.0,200,109,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:39.431884+00:00,GET plantae.html HTTP/1.0,200,428,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:42.644624+00:00,GET plantae.html HTTP/1.0,200,433,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:51.857410+00:00,GET eucharya.html HTTP/1.0,200,488,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:54.606464+00:00,GET animalia.html HTTP/1.0,200,466,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:35:55.034284+00:00,GET animalia.html HTTP/1.0,200,360,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:01.796273+00:00,GET eucharya.html HTTP/1.0,200,250,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:07.927471+00:00,GET eucharya.html HTTP/1.0,200,103,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:09.353503+00:00,GET eucharya.html HTTP/1.0,200,293,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:13.503234+00:00,GET plantae.html HTTP/1.0,200,360,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:23.275351+00:00,GET coniferophyta.html HTTP/1.0,200,490,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:27.798156+00:00,GET coniferophyta.html HTTP/1.0,200,311,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
55.51.94.102,1,38.8951,-77.0364,2021-08-17 07:36:36.432633+00:00,GET coniferophyta.html HTTP/1.0,200,357,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1)
